Group,Year,Month,DayOfWeek,Wounded,Killed,Weapon,Region,Country,Target,MaleAttackers,FemaleAttackers
Hay¡˜at Tahrir al-Sham,2017,2,7,0,0,Car bomb,Asia,Syria,Security,1,0
Islamic State,2017,2,1,12,4,Car bomb,Asia,Iraq,Security,2,0
Ansar al-Sharia (Yemen),2017,3,1,5,5,Car bomb,Asia,Yemen,Political,1,0
Unknown Group,2017,3,5,0,0,Belt bomb,Africa,Nigeria,Civilian,0,1
Boko Haram (Shekau Faction),2017,3,3,9,2,Unspecified,Africa,Nigeria,Civilian,1,0
Unknown Group,2017,3,2,0,0,Unspecified,Africa,Cameroon,Civilian,1,0
Unknown Group,2017,3,7,1,0,Belt bomb,Asia,Iraq,Political,1,0
Jama'at Al-Tawhid Wa'al-Jihad,2004,9,6,37,20,Car bomb,Asia,Iraq,Security,1,0
Taliban (IEA),2010,5,5,0,1,Truck bomb,Asia,Afghanistan,Security,1,0
Imam Shamil Battalion,2017,4,1,51,15,Unspecified PBIED,Europe,Russia,Civilian,1,0
Unknown Group,2017,4,1,7,3,Car bomb,Asia,Iraq,Security,1,0
Unknown Group,2008,4,2,12,19,Belt bomb,Asia,Iraq,Security,0,1
Unknown Group,2009,10,2,11,2,Belt bomb,Asia,Pakistan,Civilian,1,0
Unknown Group,2018,1,3,44,5,Unspecified PBIED,Africa,Nigeria,Civilian,1,0
Kurdistan Workers' Party,2017,4,5,0,0,Car bomb,Asia,Turkey,Security,0,1
Islamic State - Sinai Province,2017,4,7,78,28,Unspecified PBIED,Africa,Egypt,Civilian,1,0
Islamic State,2017,5,3,1,0,Car bomb,Asia,Iraq,Security,1,0
Jamaah Ansharut Daulah,2017,5,3,11,3,Other PBIED,Asia,Indonesia,Security,2,0
Tehrik-i-Taliban Pakistan,2017,4,3,21,8,Motorcycle bomb,Asia,Pakistan,Political,1,0
Ahrar al-Sham,2017,4,6,55,126,Car bomb,Asia,Syria,Civilian,1,0
Boko Haram (Shekau Faction),2017,4,1,1,1,Belt bomb,Africa,Nigeria,Civilian,0,1
Islamic State Somalia,2017,5,2,12,5,Belt bomb,Africa,Somalia,Security,1,0
Unknown Group,2017,5,3,1,0,Belt bomb,Africa,Nigeria,Security,0,3
Islamic State,2017,5,1,250,22,Backpack bomb,Europe,United Kingdom,Civilian,1,0
Boko Haram (Shekau Faction),2017,5,6,1,1,Unspecified PBIED,Africa,Nigeria,Civilian,1,0
Islamic State,2017,5,5,10,12,Car bomb,Asia,Iraq,Security,1,0
Jamaatul Mujahideen Bangladesh,2017,5,4,2,0,Belt bomb,Asia,Bangladesh,Security,1,0
Islamic State,2017,4,4,3,1,Belt bomb,Asia,Iraq,Civilian,1,0
Boko Haram (Shekau Faction),2017,5,4,2,2,Belt bomb,Africa,Nigeria,Civilian,0,1
Unknown Group,2017,5,4,1,1,Belt bomb,Africa,Nigeria,Civilian,1,0
Unknown Group,2017,5,6,0,0,Belt bomb,Africa,Nigeria,Civilian,1,0
Islamic State - Khorasan Province,2017,6,5,21,14,Car bomb,Asia,Pakistan,Security,1,0
Jamaat-ul-Ahrar,2017,6,5,21,14,Car bomb,Asia,Pakistan,Security,1,0
Unknown Group,2017,6,1,0,0,Belt bomb,Africa,Libya,Security,1,0
Unknown Group,2017,6,3,7,5,Car bomb,Africa,Somalia,Civilian,1,0
Boko Haram (Shekau Faction),2017,4,1,0,0,Backpack bomb,Africa,Cameroon,Civilian,0,1
Boko Haram (Shekau Faction),2017,6,5,60,9,Unspecified PBIED,Africa,Cameroon,Civilian,0,2
Al-Qaeda in the Land of the Islamic Maghreb,2007,4,6,0,0,Belt bomb,Africa,Morocco,Political,1,0
Unknown Group,2016,6,4,3,1,Unspecified PBIED,Asia,Lebanon,Security,4,0
Unknown Group,2017,6,3,11,2,Belt bomb,Africa,Niger,Civilian,0,2
Boko Haram (Shekau Faction),2017,6,7,15,6,Unspecified PBIED,Africa,Nigeria,Civilian,0,1
Unknown Group,2017,6,7,2,0,Unspecified PBIED,Africa,Nigeria,Civilian,0,1
Islamic State,2017,5,5,15,5,Belt bomb,Asia,Iraq,Security,1,0
Unknown Group,2017,6,1,2,0,Belt bomb,Asia,Iraq,Security,1,0
Unknown Group,2017,6,4,2,0,Unspecified PBIED,Africa,Cameroon,Security,0,1
Islamic State,2017,6,3,6,0,Belt bomb,Asia,Iraq,Security,1,0
Islamic State - Tripolitania Province,2016,12,5,38,5,Belt bomb,Africa,Libya,Security,0,1
Islamic State - Cyrenaica Province,2016,2,5,3,4,Car bomb,Africa,Libya,Security,1,0
Islamic State West Africa Province,2016,5,2,0,0,Belt bomb,Africa,Cameroon,Security,0,1
Islamic State West Africa Province,2016,3,5,0,0,Belt bomb,Africa,Nigeria,Security,0,1
Islamic State Yemen,2016,2,3,60,14,Belt bomb,Asia,Yemen,Security,1,0
Unknown Group,2016,4,7,0,1,Unspecified PBIED,Asia,Pakistan,Security,1,0
Taliban (IEA),2016,10,1,20,10,Car bomb,Asia,Afghanistan,Security,1,0
Islamic State Yemen,2016,12,7,63,52,Belt bomb,Asia,Yemen,Security,1,0
Al-Shabaab,2016,11,2,20,10,Car bomb,Africa,Somalia,Security,1,0
Islamic State - Sinai Province,2017,7,5,16,13,Car bomb,Africa,Egypt,Security,1,0
Tehrik-i-Taliban Pakistan,2017,7,1,11,3,Motorcycle bomb,Asia,Pakistan,Security,1,0
Islamic State,2017,7,7,20,14,Unspecified PBIED,Asia,Iraq,Civilian,1,0
Tehrik-i-Taliban Pakistan,2017,7,1,70,28,Motorcycle bomb,Asia,Pakistan,Security,1,0
Jamaat-ul-Ahrar,2017,7,5,2,0,Belt bomb,Asia,Pakistan,Security,1,0
Islamic State,2017,7,7,5,5,Belt bomb,Asia,Syria,Security,1,0
Unknown Group,2017,7,1,15,10,Unspecified PBIED,Africa,Nigeria,Civilian,0,1
Islamic State,2016,1,1,1,4,Car bomb,Asia,Iraq,Security,1,0
Hamas,2001,4,7,0,12,Car bomb,Asia,Palestine,Civilian,1,0
Islamic State - Sinai Province,2017,7,5,16,12,Car bomb,Africa,Egypt,Security,1,0
Unknown Group,2017,7,7,24,8,Car bomb,Asia,Syria,Civilian,1,0
Islamic State,2017,7,4,0,6,Belt bomb,Asia,Iraq,Civilian,1,0
Unknown Group,2015,1,2,0,0,Belt bomb,Asia,Pakistan,Security,1,0
Unknown Group,2017,9,6,7,2,Belt bomb,Asia,Iraq,Civilian,1,0
Tehrik-i-Taliban Pakistan,2017,8,3,0,4,Unspecified PBIED,Asia,Pakistan,Security,1,0
Islamic State,2017,8,4,5,1,Belt bomb,Asia,Palestine,Security,1,0
Al-Qaeda in the Arabian Peninsula,2017,8,2,9,3,Car bomb,Asia,Yemen,Security,1,0
Islamic State,2017,8,1,5,5,Belt bomb,Asia,Syria,Security,2,0
Unknown Group,2017,3,2,30,20,Car bomb,Asia,Syria,Civilian,1,0
Islamic State - Khorasan Province,2017,7,1,2,1,Belt bomb,Asia,Afghanistan,Political,1,0
Islamic State - Khorasan Province,2017,8,6,40,15,Motorcycle bomb,Asia,Pakistan,Security,1,0
Jamaatul Mujahideen Bangladesh,2017,8,2,0,0,Belt bomb,Asia,Bangladesh,Security,1,0
Taliban (IEA),2010,5,2,47,20,Car bomb,Asia,Afghanistan,Security,1,0
Boko Haram (Shekau Faction),2017,9,2,3,5,Unspecified PBIED,Africa,Nigeria,Civilian,0,1
Islamic State - Wilayat Jaza¡¯ir,2017,8,4,0,3,Belt bomb,Africa,Algeria,Security,1,0
Al-Qaeda in the Arabian Peninsula,2017,8,4,5,6,Car bomb,Asia,Yemen,Security,1,0
Taliban (IEA),2017,9,3,21,4,Motorcycle bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2017,9,6,8,0,Belt bomb,Africa,Nigeria,Civilian,0,2
Al-Shabaab,2017,10,1,13,9,Belt bomb,Africa,Somalia,Security,1,0
Hasm Movement,2017,9,7,5,0,Unspecified PBIED,Africa,Egypt,Security,1,0
Unknown Group,2008,8,3,2,0,Car bomb,Asia,Iraq,Civilian,1,0
Unknown Group,2017,10,1,0,17,Unspecified PBIED,Asia,Syria,Security,2,0
Islamic State - Khorasan Province,2017,10,4,31,24,Unspecified PBIED,Asia,Pakistan,Civilian,1,0
Islamic State - Tripolitania Province,2017,10,3,19,2,Belt bomb,Africa,Libya,Political,1,0
Islamic State - Khorasan Province,2017,10,2,23,9,Belt bomb,Asia,Afghanistan,Political,1,0
Islamic State Somalia,2017,10,3,6,4,Cart bomb,Africa,Somalia,Security,1,0
Unknown Group,2017,10,4,4,4,Belt bomb,Asia,Syria,Security,1,0
Al-Qaeda in the Arabian Peninsula,2017,10,1,10,5,Car bomb,Asia,Yemen,Security,1,0
Unknown Group,2017,10,3,20,12,Belt bomb,Asia,Iraq,Civilian,1,0
Unknown Group,2017,10,2,2,5,Unspecified PBIED,Africa,Cameroon,Civilian,0,1
Islamic State - Sinai Province,2017,10,4,0,6,Car bomb,Africa,Egypt,Security,1,0
Unknown Group,2017,10,1,0,0,Unspecified PBIED,Asia,Turkey,Security,1,0
Unknown Group,2017,10,7,13,0,Belt bomb,Africa,Nigeria,Civilian,0,2
Islamic State - Najd Province,2017,10,3,0,0,Belt bomb,Asia,Saudi Arabia,Security,1,0
Unknown Group,2007,1,1,23,5,Car bomb,Asia,Pakistan,Security,1,0
Islamic State,2016,9,2,29,11,Belt bomb,Asia,Iraq,Civilian,1,0
Tehrik-i-Taliban Pakistan,2017,11,4,4,3,Motorcycle bomb,Asia,Pakistan,Security,1,0
Unknown Group,2007,3,4,103,53,Car bomb,Asia,Iraq,Civilian,2,0
Islamic State West Africa Province,2015,10,6,26,22,Belt bomb,Africa,Chad,Civilian,0,2
Tehrik-i-Taliban Pakistan,2008,8,4,100,72,Belt bomb,Asia,Pakistan,Security,2,0
Islamic State - Khorasan Province,2017,8,2,33,16,Unspecified PBIED,Asia,Afghanistan,Civilian,2,0
Taliban (IEA),2017,8,2,33,16,Unspecified PBIED,Asia,Afghanistan,Civilian,2,0
Boko Haram (Shekau Faction),2017,11,3,9,5,Belt bomb,Africa,Nigeria,Civilian,0,1
Unknown Group,2017,11,4,7,1,Belt bomb,Europe,Ukraine,Civilian,1,0
Unknown Group,2017,11,2,85,36,Car bomb,Asia,Iraq,Civilian,1,0
Taliban (IEA),2017,11,4,18,18,Belt bomb,Asia,Afghanistan,Political,1,0
Islamic State - Khorasan Province,2017,11,4,18,18,Belt bomb,Asia,Afghanistan,Political,1,0
Islamic State Yemen,2017,11,7,0,6,Car bomb,Asia,Yemen,Security,1,0
Taliban (IEA),2012,11,5,40,2,Car bomb,Asia,Afghanistan,Security,1,0
Boko Haram (Shekau Faction),2017,11,3,10,4,Belt bomb,Africa,Nigeria,Civilian,0,1
Islamic State - Khorasan Province,2017,11,4,17,8,Belt bomb,Asia,Afghanistan,Civilian,1,0
Boko Haram (Shekau Faction),2017,12,4,40,8,Belt bomb,Africa,Nigeria,Civilian,1,0
Unknown Group,2017,12,2,0,0,Belt bomb,Asia,Iraq,Security,1,0
Unknown Group,2017,12,7,30,1,Unspecified PBIED,Africa,Cameroon,Civilian,0,1
Islamic State,2018,1,1,50,15,Unspecified,Asia,Iraq,Civilian,1,0
Jaish-e-Muhammad,2017,12,7,2,3,Unspecified PBIED,Asia,India,Security,1,0
Tehrik-i-Taliban Pakistan,2018,1,2,26,7,Motorcycle bomb,Asia,Pakistan,Security,1,0
Boko Haram (Shekau Faction),2018,1,3,65,12,Unspecified PBIED,Africa,Nigeria,Civilian,0,1
Tehrik-i-Taliban Pakistan,2018,1,2,0,0,Motorcycle bomb,Asia,Pakistan,Security,1,0
Islamic State - Khorasan Province,2018,1,1,8,6,Unspecified,Asia,Afghanistan,Security,1,0
Unknown Group,2018,1,3,0,1,Unspecified,Asia,Afghanistan,Civilian,1,0
Islamic State,2018,1,2,3,3,Car bomb,Asia,Syria,Security,1,0
Unknown Group,2018,1,3,3,3,Car bomb,Asia,Yemen,Security,1,0
Unknown Group,2012,5,4,14,2,Belt bomb,Asia,China,Political,0,1
Unknown Group,2018,2,1,0,0,Other PBIED,Asia,Syria,Security,1,0
Islamic State West Africa Province,2015,12,7,0,7,Belt bomb,Africa,Nigeria,Civilian,0,2
Unknown Group,2018,2,4,14,1,Motorcycle bomb,Asia,Iraq,Security,1,0
Taliban (IEA),2007,3,2,1,10,Belt bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2018,2,4,0,0,Unspecified PBIED,Europe,Montenegro,Political,1,0
Islamic State - Fezzan Province,2018,2,3,10,5,Car bomb,Africa,Libya,Security,1,0
Islamic State,2018,2,7,3,0,Belt bomb,Asia,Iraq,Security,1,0
Boko Haram (Shekau Faction),2018,2,5,70,22,Unspecified PBIED,Africa,Nigeria,Civilian,1,2
Unknown Group,2018,2,1,0,0,Belt bomb,Asia,Pakistan,Security,1,0
Unknown Group,2011,1,6,2,1,Belt bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2018,3,5,28,7,Unspecified,Africa,Nigeria,Civilian,0,1
Unknown Group,2018,3,7,2,0,Belt bomb,Asia,Iran,Security,1,0
Unknown Group,2018,3,3,9,0,Belt bomb,Africa,Nigeria,Civilian,0,2
Islamic State Yemen,2018,3,2,30,6,Car bomb,Asia,Yemen,Security,1,0
Tehrik-i-Taliban Pakistan,2018,3,3,20,9,Motorcycle bomb,Asia,Pakistan,Security,1,0
Taliban (IEA),2018,3,3,52,29,Unspecified PBIED,Asia,Afghanistan,Civilian,1,0
Islamic State - Khorasan Province,2018,3,3,52,29,Unspecified PBIED,Asia,Afghanistan,Civilian,1,0
Islamic State - Khorasan Province,2018,3,7,8,1,Unspecified PBIED,Asia,Afghanistan,Civilian,1,0
Unknown Group,2018,3,1,17,3,Other VBIED,Africa,Nigeria,Security,1,0
Unknown Group,2018,3,5,6,1,Belt bomb,Africa,Nigeria,Civilian,0,1
Taliban (IEA),2019,1,1,70,45,Car bomb,Asia,Afghanistan,Security,1,0
Islamic State - Sinai Province,2018,4,6,15,8,Belt bomb,Africa,Egypt,Security,2,0
Islamic State,2018,4,6,9,5,Belt bomb,Asia,Iraq,Political,2,0
Unknown Group,2018,4,7,6,0,Belt bomb,Asia,Iraq,Security,1,0
Taliban (IEA),2012,10,6,3,7,Belt bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2014,9,4,35,14,Car bomb,Asia,Iraq,Security,1,0
Unknown Group,2015,12,5,22,11,Unspecified PBIED,Africa,Cameroon,Civilian,0,1
Unknown Group,2018,5,4,13,3,Belt bomb,Asia,Pakistan,Political,1,0
Al-Shabaab,2018,5,2,5,12,Car bomb,Africa,Somalia,Security,1,0
Boko Haram (Shekau Faction),2018,5,7,11,4,Other PBIED,Africa,Nigeria,Civilian,0,2
Boko Haram (Shekau Faction),2018,5,2,29,43,Other PBIED,Africa,Nigeria,Civilian,1,0
Islamic State East Asia Province,2018,5,7,14,4,Belt bomb,Asia,Indonesia,Civilian,0,3
Unknown Group,2018,5,2,0,0,Unspecified PBIED,Asia,Iraq,Political,1,0
Unknown Group,2018,5,3,0,0,Belt bomb,Africa,Nigeria,Civilian,0,2
Unknown Group,2018,5,1,0,0,Unspecified PBIED,Asia,Afghanistan,Civilian,1,0
Unknown Group,2018,6,1,13,4,Unspecified,Africa,Niger,Civilian,1,0
Tehrik-i-Taliban Pakistan,2018,6,1,3,3,Belt bomb,Asia,Pakistan,Security,1,0
Islamic State - Khorasan Province,2018,6,1,3,3,Belt bomb,Asia,Pakistan,Security,1,0
Islamic State - Khorasan Province,2018,6,1,17,14,Unspecified PBIED,Asia,Afghanistan,Civilian,1,0
Taliban (IEA),2018,6,1,17,14,Unspecified PBIED,Asia,Afghanistan,Civilian,1,0
Al-Qaeda in Iraq,2005,2,2,27,21,Belt bomb,Asia,Iraq,Security,1,0
Al-Qaeda in Iraq,2004,12,6,49,16,Car bomb,Asia,Iraq,Security,2,0
Boko Haram (Shekau Faction),2018,6,6,20,17,Unspecified PBIED,Africa,Nigeria,Civilian,0,6
Unknown Group,2015,7,4,7,12,Belt bomb,Africa,Nigeria,Civilian,0,1
Al-Qaeda in the Land of the Islamic Maghreb,2007,9,5,9,0,Car bomb,Africa,Algeria,Security,1,0
Taliban (IEA),2018,7,4,6,5,Car bomb,Asia,Afghanistan,Security,1,0
Islamic State,2018,7,7,22,1,Car bomb,Asia,Iraq,Political,1,0
Boko Haram (Shekau Faction),2018,7,1,8,11,Unspecified PBIED,Africa,Nigeria,Civilian,1,0
Islamic State - Khorasan Province,2018,7,7,26,19,Car bomb,Asia,Afghanistan,Political,1,0
Islamic State,2018,7,1,20,20,Belt bomb,Asia,Iraq,Security,2,0
Islamic State - Khorasan Province,2018,7,2,5,12,Belt bomb,Asia,Afghanistan,Security,1,0
Popular Front for the Liberation of Palestine,2002,11,3,0,0,Car bomb,Asia,Palestine,Security,1,0
"Jama'a Nusrat ul-Islam wa al-Mus

limin'",2018,7,7,31,4,Car bomb,Africa,Mali,Security,1,0
Islamic State,2018,6,6,7,3,Motorcycle bomb,Asia,Syria,Security,1,0
Unknown Group,2018,8,3,4,2,Belt bomb,Africa,Somalia,Political,1,0
Unknown Group,2008,2,3,15,10,Belt bomb,Asia,Iraq,Security,1,0
Taliban (IEA),2011,5,1,14,4,Belt bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2008,4,4,35,52,Belt bomb,Asia,Iraq,Security,1,0
Taliban (IEA),2010,8,4,13,7,Car bomb,Asia,Afghanistan,Security,1,0
Al-Shabaab,2018,9,7,14,7,Car bomb,Africa,Somalia,Political,1,0
Islamic State,2018,8,2,6,4,Unspecified PBIED,Asia,Syria,Security,1,0
Balochistan Liberation Army,2018,8,6,5,0,Car bomb,Asia,Pakistan,Civilian,1,0
Boko Haram (Shekau Faction),2018,8,7,5,0,Belt bomb,Africa,Nigeria,Civilian,2,3
Taliban (IEA),2018,8,5,81,40,Belt bomb,Asia,Afghanistan,Civilian,1,0
Boko Haram (Shekau Faction),2018,8,6,0,12,Unspecified,Africa,Nigeria,Civilian,0,1
Unknown Group,2015,12,5,12,0,Belt bomb,Asia,Bangladesh,Civilian,1,0
Taliban (IEA),2018,8,4,10,2,Belt bomb,Asia,Afghanistan,Security,1,0
Islamic State - Tripolitania Province,2018,9,1,25,2,Belt bomb,Africa,Libya,Civilian,2,0
Jamaatul Mujahideen Bangladesh,2005,11,2,50,6,Belt bomb,Asia,Bangladesh,Political,1,0
Taliban (IEA),2018,9,2,30,68,Belt bomb,Asia,Afghanistan,Civilian,1,0
Islamic State - Khorasan Province,2018,9,3,23,35,Belt bomb,Asia,Afghanistan,Civilian,1,0
Boko Haram (Shekau Faction),2018,9,5,10,4,Unspecified PBIED,Africa,Cameroon,Civilian,0,2
Islamic State - Wilayat Hind,2017,3,5,2,0,Unspecified PBIED,Asia,Bangladesh,Security,1,0
Unknown Group,2018,10,4,0,2,Car bomb,Americas,United States,Civilian,1,0
Jamaatul Mujahideen Bangladesh,2018,10,5,0,0,Unspecified PBIED,Asia,Bangladesh,Security,2,0
Islamic State - Wilayat Hind,2017,3,5,0,0,Belt bomb,Asia,Bangladesh,Security,1,0
Boko Haram (Shekau Faction),2017,6,5,0,1,Unspecified PBIED,Africa,Cameroon,Civilian,0,2
Unknown Group,2017,10,7,0,0,Unspecified PBIED,Africa,Nigeria,Civilian,0,2
Islamic State - Fezzan Province,2019,1,2,1,4,Belt bomb,Africa,Libya,Security,2,0
Unknown Group,2016,11,6,0,2,Unspecified PBIED,Africa,Nigeria,Civilian,2,0
Unknown Group,2018,10,3,3,0,Unspecified PBIED,Europe,Russia,Political,1,0
Unknown Group,2018,10,1,17,0,Belt bomb,Africa,Tunisia,Security,0,1
Boko Haram (Shekau Faction),2017,11,7,0,2,Belt bomb,Africa,Nigeria,Civilian,2,0
Mujahideen Shura Council Iraq,2010,4,1,3,2,Belt bomb,Europe,Russia,Security,1,0
Unknown Group,2007,6,6,6,2,Motorcycle bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2018,11,6,0,0,Unspecified PBIED,Europe,Russia,Security,0,1
Unknown Group,2018,11,3,29,0,Other PBIED,Africa,Cameroon,Civilian,0,1
Islamic State - Khorasan Province,2018,11,5,57,27,Unspecified PBIED,Asia,Afghanistan,Security,1,0
Unknown Group,2019,1,2,3,2,Unspecified PBIED,Asia,Syria,Security,0,1
Taliban (IEA),2018,11,3,16,5,Car bomb,Asia,Afghanistan,Security,1,0
Islamic State West Africa Province,2018,12,6,5,0,Belt bomb,Africa,Nigeria,Civilian,0,1
Tehrik-i-Taliban Pakistan,2010,5,5,92,95,Belt bomb,Asia,Pakistan,Civilian,1,0
Islamic State - Khorasan Province,2018,11,5,35,35,Motorcycle bomb,Asia,Pakistan,Civilian,1,0
Taliban (IEA),2018,12,2,9,12,Car bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2018,12,5,2,0,Unspecified,Africa,Cameroon,Civilian,0,2
Islamic State - Tripolitania Province,2018,12,2,3,1,Car bomb,Africa,Libya,Political,1,0
Ansar Al-Furqan,2018,12,4,28,3,Car bomb,Asia,Iran,Security,1,0
Katiba du Jihad,2019,1,4,1,0,Belt bomb,Africa,Tunisia,Security,2,0
Jaish-e-Muhammad,2019,2,4,20,46,Car bomb,Asia,India,Security,1,0
Taliban (IEA),2019,1,1,113,5,Car bomb,Asia,Afghanistan,Civilian,1,0
Al-Shabaab,2019,1,2,5,21,Unspecified PBIED,Africa,Kenya,Civilian,1,0
Tehrik-i-Taliban Pakistan,2019,1,2,0,4,Belt bomb,Asia,Pakistan,Security,1,0
Unknown Group,2007,9,2,16,20,Belt bomb,Asia,Pakistan,Security,1,0
Islamic State,2016,3,1,0,0,Car bomb,Asia,Iraq,Security,1,0
Islamic State,2019,1,3,12,19,Belt bomb,Asia,Syria,Security,1,0
Abu Sayyaf,2019,1,7,111,23,Belt bomb,Asia,Philippines,Civilian,1,1
Islamic State East Asia Province,2019,1,7,111,23,Belt bomb,Asia,Philippines,Civilian,1,1
Tehrik-i-Taliban Pakistan,2019,1,2,11,6,Belt bomb,Asia,Pakistan,Security,1,0
Islamic State,2019,1,3,3,1,Car bomb,Asia,Iraq,Security,1,0
Al-Shabaab,2019,2,6,5,3,Car bomb,Africa,Somalia,Security,1,0
Unknown Group,2008,12,4,0,3,Cart bomb,Asia,Afghanistan,Security,1,0
Al-Shabaab,2019,2,4,80,29,Car bomb,Africa,Somalia,Civilian,1,0
Taliban (IEA),2010,6,4,6,1,Car bomb,Asia,Afghanistan,Security,1,0
Boko Haram (Shekau Faction),2019,2,1,0,4,Belt bomb,Africa,Niger,Civilian,0,2
Islamic State of Iraq,2007,7,1,10,7,Car bomb,Asia,Iraq,Security,1,0
Islamic State - Wilayat Hijaz,2016,7,1,5,4,Belt bomb,Asia,Saudi Arabia,Civilian,1,0
Islamic State,2019,3,5,22,8,Belt bomb,Asia,Syria,Security,1,0
Al-Shabaab,2019,3,6,6,3,Car bomb,Africa,Somalia,Political,1,0
Islamic State of Iraq,2009,4,6,31,9,Belt bomb,Asia,Iraq,Security,1,0
Unknown Group,2019,3,4,3,0,Backpack bomb,Asia,China,Security,1,0
Islamic State - Khorasan Province,2019,3,3,4,5,Belt bomb,Asia,Afghanistan,Civilian,2,0
Taliban (IEA),2019,3,3,4,5,Belt bomb,Asia,Afghanistan,Civilian,2,0
Islamic State,2019,3,5,5,6,Unspecified PBIED,Asia,Syria,Security,1,0
Unknown Group,2019,3,6,4,0,Unspecified PBIED,Asia,Pakistan,Security,3,1
Lashkar-e Jhangvi al-Almi,2019,4,5,70,21,Unspecified PBIED,Asia,Pakistan,Civilian,1,0
Al-Qaeda in Iraq,2006,1,5,9,0,Car bomb,Asia,Iraq,Security,1,0
Islamic State - Sinai Province,2019,4,2,26,7,Unspecified PBIED,Africa,Egypt,Security,1,0
Islamic State of Iraq,2007,1,5,0,2,Belt bomb,Asia,Iraq,Security,1,0
Unknown Group,2019,4,7,45,11,Belt bomb,Africa,Nigeria,Civilian,0,2
Islamic State - Wilayat Hind,2019,4,7,0,6,Belt bomb,Asia,Sri Lanka,Security,0,1
National Thoweeth Jama'ath,2019,4,7,0,6,Belt bomb,Asia,Sri Lanka,Security,0,1
Unknown Group,2006,2,1,15,12,Belt bomb,Asia,Iraq,Civilian,1,0
Al-Shabaab,2019,5,2,9,6,Car bomb,Africa,Somalia,Political,1,0
Islamic State,2019,5,4,15,8,Belt bomb,Asia,Iraq,Civilian,1,0
Unknown Group,2005,6,5,11,0,Car bomb,Asia,Iraq,Security,1,0
Unknown Group,2016,9,2,13,0,Belt bomb,Asia,Pakistan,Civilian,1,0
Unknown Group,2006,2,7,5,3,Belt bomb,Asia,Iraq,Security,1,0
Islamic State - Khorasan Province,2019,6,4,13,11,Belt bomb,Asia,Afghanistan,Security,1,0
Islamic State,2019,5,4,10,5,Other VBIED,Asia,Syria,Security,1,0
Islamic State of Iraq and Syria,2014,4,5,5,3,Car bomb,Asia,Syria,Security,1,0
Unknown Group,2019,6,1,0,0,Belt bomb,Asia,Lebanon,Security,1,0
Unknown Group,2019,6,7,18,6,Unspecified PBIED,Africa,Nigeria,Civilian,0,2
Unknown Group,2019,6,7,21,24,Unspecified PBIED,Africa,Nigeria,Civilian,1,0
Unknown Group,2007,7,1,12,1,Car bomb,Asia,Afghanistan,Security,1,0
Liberation Tigers of Tamil Eelam,2006,1,6,0,15,Boat bomb,Asia,Sri Lanka,Security,0,1
Unknown Group,2006,12,5,0,0,Motorcycle bomb,Asia,Pakistan,Security,1,0
Islamic State - Khorasan Province,2019,7,5,40,9,Belt bomb,Asia,Afghanistan,Security,1,0
Taliban (IEA),2019,7,5,40,9,Belt bomb,Asia,Afghanistan,Security,1,0
Al-Shabaab,2019,7,1,10,3,Car bomb,Africa,Somalia,Security,1,0
Islamic State - Sinai Province,2019,7,4,3,2,Belt bomb,Africa,Egypt,Security,1,0
Tehrik-i-Taliban Pakistan,2019,7,7,24,7,Unspecified PBIED,Asia,Pakistan,Civilian,0,1
Al-Shabaab,2019,7,3,10,7,Belt bomb,Africa,Somalia,Political,0,1
Hamas,2004,1,3,12,4,Belt bomb,Asia,Palestine,Security,0,1
Al-Shabaab,2019,8,3,13,7,Car bomb,Africa,Somalia,Security,1,0
Unknown Group,2006,11,3,1,0,Belt bomb,Asia,Afghanistan,Civilian,1,0
Unknown Group,2007,4,7,11,6,Car bomb,Asia,Iraq,Civilian,1,0
Taliban (IEA),2009,7,5,12,7,Car bomb,Asia,Afghanistan,Security,1,0
Taliban (IEA),2019,8,6,165,80,Belt bomb,Asia,Afghanistan,Civilian,1,0
Islamic State - Khorasan Province,2019,8,6,165,80,Belt bomb,Asia,Afghanistan,Civilian,1,0
Hamas,2019,8,2,2,2,Motorcycle bomb,Asia,Palestine,Security,1,0
Taliban (IEA),2019,9,2,42,26,Motorcycle bomb,Asia,Afghanistan,Political,1,0
Taliban (IEA),2019,10,3,28,3,Truck bomb,Asia,Afghanistan,Security,1,0
Taliban (IEA),2019,10,5,20,5,Unspecified,Asia,Afghanistan,Security,1,0
Taliban (IEA),2007,7,6,4,0,Car bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2015,12,7,2,0,Belt bomb,Africa,Cameroon,Civilian,0,1
Islamic State,2016,2,4,50,8,Belt bomb,Asia,Iraq,Security,1,0
Unknown Group,2016,10,1,10,1,Belt bomb,Africa,Nigeria,Civilian,0,1
Unknown Group,2017,7,6,2,1,Belt bomb,Africa,Cameroon,Security,0,4
Unknown Group,2017,5,6,1,1,Unspecified PBIED,Africa,Nigeria,Civilian,1,0
Taliban (IEA),2019,11,6,4,1,Car bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2018,4,2,8,0,Unspecified PBIED,Asia,Pakistan,Security,2,0
